professor_name,review_text
John Roberts,"Learning by watching somebody code without any background or review is not good, avoid at all costs please."
John Roberts,"I'm not sure why his grading was so low, he's an awesome professor and is willing to play WOW with us. He's super caring and the class size is pretty big but he responds fairy quickly on discord."
John Roberts,"Where do I begin. Hes not a bad guy just an overly hard grader. Im an average student, staying on top of my assignments allowed me to pass. Almost half the class did not pass but its not impossible you just can't procrastinate. He curves a little at the end but don't rely on it. If your stuck with him don't worry just stay villigant and you'll pass"
John Roberts,"Not a good teacher at all. Avoid at all costs. He doesn't teach, he just corrects his code for the entire meeting time, and scoffs when you ask for calcification in class. His assignments are extremely vague and it's hard to make out what he is expecting exactly. Just a know it all attitude makes this class a pain to sit through. 0 stars if I could"
John Roberts,"HUUUGE six HW projects, tough grader!"
John Roberts,"Easily the worst professor I've had during my time in college. 6 difficult hw assignments for the semester (20-30 hrs each). Doesn't give clear answers to questions and makes students feel bad. It's clear that he doesn't enjoy teaching, and puts it out on his students by making our lives as miserable as possible. Avoid at all costs."
Jose Ortiz-Costa,"Jose is great. This class was a bit stressful, BUT it is not hard, I probably could've done a lot better if I had better attendance. My advice is, SHOW UP, and take notes, just follow what he does on the board, even if you don't fully understand what's happening, that's all you'll need for the exams."
Jose Ortiz-Costa,"I took Algorithms with him this semester and honestly he's the best. Pros: super caring, really nice, always willing to help students. Cons: definitely not an easy A. He explains things really well and he adjusts the pace depending on how we're doing. I'm taking his Databases and Software Engineering classes next semester."
Jose Ortiz-Costa,"One of the best professors I've taken. If you're just trying to get an easy A, don't take this class. But if you actually wanna learn how databases work and how to design them the right way, this is the class. There's 5 milestones, a midterm, a final, and he gives a lot of extra credit chances."
Jose Ortiz-Costa,Worst professor ive ever had.
Jose Ortiz-Costa,"You get used to the accent. Amazing professor genuinely cares about his students. I took it over the summer, he was very leniant with the grading. Yeah the material can get complicated but he does a good job at explaining and is ready to answer questions without being dismissive. The best CS professor I had at this school. Can't say anything less!"
Jose Ortiz-Costa,"Difficult to understand, and not just because of his thick accent. He has no lecture plans and just confusingly rambles on about a different algorithm each class. There is only ONE assignment, and the instructions seem to be entirely written with AI. He's really nice and accessible, but unfortunately a bad teacher."
Jose Ortiz-Costa,"Outside of the thick accent, Jose is a great teacher. 675 was a TOUGH TOUGH class but he taught it really well and you leave feeling like you learned a lot. Make sure you study for the midterms as they are a huge chunk of your grade, and he gives you opportunity to replace a lower one with a higher one. Also, don't procrastinate the project."
Jose Ortiz-Costa,"Jose is great professor, but it was hard to understand topics in class. 3 midterms 15% each and 30% Final(True/False). Participation is 10%. He don't take attendance in every class but If you don't attend extra credit classes which he takes randomly you will loose point on participation. 5% curve after final grade. Extra Credit Opportunities!!!"
Jose Ortiz-Costa,"This is a very difficult course and you are only graded by 3 midterms, a final, and a group project. Don't be fooled, you will have to work very hard to learn lots of concepts in little time. However, Professor Ortiz is the GOAT! The GOAT! Take advantage of any extra credit. He is a very caring and rightfully respected professor."
Jose Ortiz-Costa,"Jose's honestly one of the nicest profs at SFSU. Super passionated and really wants you to learn, even if the class is hard af. If you put in the work he's there for you 100%. He helped me prep for a db interview and I landed the job. Not an easy A but def worth it if you care abt learning."
Joseph Hui,Very caring professor with lots of industry experience. Gives a lot of good advice and explains tough material in a very easy and digestible way. Exams are easy to study for and he allows a cheat sheet. If you do well on first two midterms you can skip the final. Coding projects are pretty straightforward and hard to mess up on. Highly recommend.
Joseph Hui,"2 Exams, 1 project (4 milestones) pros- knowledgeable and fun person. Grades assignments on time and gives constructive feedback to improve for future milestones. cons - Some lectures, and materials are outdated and confusing most of the time because he went over them really fast."
Jozo Dujmovic,"Would not take this prof ever again. Wasted $40 on the 'reader' which was written on syllabus that students were allowed to use it on exam. We were never allowed to use it on exam. He also doesn't post lecture slides online forcing students to buy the reader, convinced students will repost online. Exams are not close to hw. reviews below are true."
Jozo Dujmovic,"DO NOT TAKE THIS CLASS.Ranking based class 3 exam,Midterm 1&2 and a Final. Exams are difficult and you will not know what grade you have until the end of the semester. You could be getting a 40% on each exam and still pass the class because of the ranking scale. However, you will not know where specifically you are on the ranking scale at any time"
Jozo Dujmovic,"My main advice is: Be on time. He is old-school. The class was fun, lots of languages I hadn't really messed with."
Jozo Dujmovic,"There's no reason CSC 600 had to be difficult, but Jozo's exams sets up over half the class to fail. He expects you to be efficient at problem solving with a new programming language in 3 weeks of him reading slides. On top of that, you'll need to learn 5 different languages in a semester. Jozo is a tough professor. Take him at your own risk!"
Jozo Dujmovic,"For the love of God! Do not ask this man questions without checking up on it with your friends first, or anyone else for that matter. He will belittle you and berate you if he doesnt like your question! He is a terrible teacher and the worst person ever! His class is useless, so just try to pass it."
Jozo Dujmovic,"Teaches &quot;what Programming Paradigm and Languages is&quot;, teaches &quot;what Programming Paradigm and Languages do&quot;, but DOES NOT teach &quot;how to program in Programming Paradigm and Languages&quot;. Spent the majority of time teaching CS like this is a biology class. Does not teach problem solving skills, yet tests on problem solving skills."
Jozo Dujmovic,If there is one man we wish I wish to have Covid-19 it would be Jozo . Please for the love of god cs department get a new insturctor.
Jozo Dujmovic,"Dr. Dingleberry is one of the toughest professor you will ever encounter at SFSU. He don't care if there is a pandemic going on and will even do you the honor of making his exam more difficult to prevent cheating. Be prepared to learn 4 different programming language in a very short amount of time. May god have mercy on your soul, Amen."
Jozo Dujmovic,"Instead of having one big midterm and final, he divided exams into 5 parts: Syntax, Procedural Programming, Prolog, Scheme, and Ruby (final) which is 20% each. This is a serious class and Jozo is a very serious professor. He can be insulting if you don't know the basics as he is very demanding."
Jozo Dujmovic,"The toughest thing of this course are the exam. Especially the midterm, 4 big problems are given and have to be complete in 50 minutes. Even he posted a sample midterm, but only 25% maybe the same on the midterm. And do not expect he will put any problems from previous semester exam; problems in different sessions are also different."
Julia Miyaoka,"Professor Miyaoka is very innovative with Excel. Our assignments are auto-graded embedded in Excel, that way you know when your answer is right or wrong before submit the assignment. She explains the material well, records Zoom and uploads in case you miss a class. Overall, I would say if you follow lectures and do practice problems, you'll be ok."
Julia Miyaoka,"This teacher does have favorites and is very condescending. I would suggest taking any other teacher for 412 if you already struggle with math. I think her study guides would help somewhat, but even then, the tests are completely different and difficult. In-person tests only, despite the class being online."
Julia Miyaoka,"I would highly recommend her online class for DS412. Graded on 2 midterms,3 excel assignments, and 7 quizzes. Exams are in person, but she does allow you to bring a cheat sheet for every exam. Her class wasn't too difficult as she did pretty well in explaining the material. Uploads all the class notes and zoom recording after every class for you."
Julia Miyaoka,Super boring and tough grader and plays favorites with students. She's very stubborn and laughs at students when they get answers wrong. She is a horrible professor take another professor instead. She literally reads off of her slides and refuse to make the class online when majority of the class doesn't want to go in-person.
Julia Miyaoka,"Professor Miyaoka is an amazing teacher. she really helps students understand the concepts we learn in class. This class is not easy at all and is one of the hardest classes at SFSU. If you take DS412 take it with Professor Miyaoka. There are 3 exams, 2 excel assignments and 6 quizzes."
Julia Miyaoka,"DS 412 was a very difficult class. Julia is nice and clear with lectures but I still struggled. Thankfully, she allows 1 page of notes for the midterms. There are 2 midterms and a (cumulative) final. Quizzes are online. No homework but do well on the quizzes, SHOW UP TO CLASS AND TAKE NOTES. I cannot emphasize that enough."
Julia Miyaoka,"Great professor. Class itself is difficult although she does a good job in teaching the material. There were a few assignments, two midterms and a final. She allows for note cards on the exams and all of her lecture slides are accessible through canvas. Overall a very nice teacher, easy to work with and would recommend taking."
Julia Miyaoka,"This class was a stressful class and felt like it was hard to do well. I felt like I was an above average person at math, but the test were tricky. You are able to have a cheat cheat but what was on the study guide it wasn't always what was on the test so you would get confused. Do well on the homework assignments to help your grade."
Julia Miyaoka,Best teacher ever. Tests are easy if you pay attention and take notes in class. Makes the material easy to understand and very helpful in/outside of class.
Julia Miyaoka,"Pretty easy. Her midterms are based on homework and power points. She allows you to have 1 cheatsheet for all exams. Final is cumulative. You will have group activities and it is easy and a couple of homework based on computer labs. She does not post answers to ppt exercises, so you should attend to class if you want the answers for the exams."
Karun Mehta,Too much attitude and for what...
Karun Mehta,"He's alright. This class was very lecture heavy, he's a bit disorganized and some assignment instructions were a bit hard to understand with a couple of errors, but not super hard to figure out. Other than that, he offers a lot of chances for extra credit and he's nice, he answers emails in time. His Final was optional for this class."
Karun Mehta,He is a good profesor if you understand his way of teaching he is 100% for you
Karun Mehta,"The way CSC220 was setup is that we get a set amount of assignments for each group of data structures. The midterm and final are equal to 4 homeworks. You can do all the homework and get a 0 on both the midterm and final and still receive a B. He is an easy grader , and gives partial credit if he sees the neurons firing."
Karun Mehta,Mehta expects a lot out of students even when he knows this is an introductory class. He is helpful when you reach out for questions about HW or tests but he isn't lenient with grading. His (written) tests are long and difficult. His class is a lot of reading the book and learning by yourself.
Karun Mehta,"Karun definitely knows his stuff, but he makes tons of errors. Almost every slide has an error when he presents it to us. I don't know if it is intentional so we can catch it or not, but for an introductory course, many of us are seeing this for the first time. Lots of projects so you learn a lot. Reading the book will guarantee you an A. Selflearn"
Kaz Okada,"I. DONT. GIVE. A. F. what people say about this man. He is a gift from god, jesus reborn, moses on earth, Allah remade, dare I say he's Kratos as a sweet sweet japanese man. I saw all this bc this man bumped me from an 83 to a high A bc I got a 105/100 on the final. Again, jesus's second coming man idk"
Kaz Okada,"Good person, but doesn't teach well. Things that take 5 minutes to explain, he will explain in 40. Definitely not hard to get a B or A, though. Just upload his lectures and HW to ChatGPT and practice more problems from there, it will prepare you for exams. That's how I got an A on the final. Abdul Bari on YT is best teacher and explains much better"
Kaz Okada,don't take him
Kaz Okada,"I didn't really understand his teaching to learn anything from this class. And most of the students dropped the class only 12 or 15 were attending during last few weeks. Never got full credit for homework may be 20-30 out of 100. NO late submissions and makeup. whole semester (5 points extra credit) open book, questions from outside of notes."
Kaz Okada,"He's very kind and will answer all your questions. Theres only 2 midterms and a project. First midterm was fine but the second one was very confusing and there wasnt much direction besides look at lecture. There isnt much guidance on the project. Infinite notes on midterms. Decent overall, class is easier if you like the subject"
Kaz Okada,"This was a really rough class, coming from a student that has a 3.75 gpa"
Kaz Okada,"Attendance is crucial to grasp slides with verbal context. Expert in Computer Vision, but struggles conveying Algorithms. Low average scores among peers as a result. Hard-to-read annotations, illegible handwriting on slides. Tests will include untaught content."
Kaz Okada,"I took his horrible class for CSC-510. he deletes his ratings and is biased! He has not not improved as an instructor, he was the worst professor i took at SFSU. This was the only course i failed because he decided to give me F on midterm, the class is difficult, but the worst part of the class is himself, take others. I have since graduated now."
Kaz Okada,Dont take this one. He was rude & condescending & super fake nice on the first day. I dont think he knows US culture very well (?) and is expecting to be a parent instead of treating people like equals/adults. Material is hard & you will have trouble w/ it if you are not good at accents. huge hardass on attendance. he confronted late ppl publicly
Kaz Okada,He is probably the rudest Professor I have taken at SFSU. I won't go into details but the way he talked to me was what lead me to drop his class. This classes wasn't a needed class. I was taking it because it sound interesting. I will make sure to never sign up for one of his classes again.
Kimbrough Moore,My favorite lecturer at SFSU thus far! I've multiple of his classes and hopefully I can finish out my minor with courses. Kimbrough's lectures are very engaging and makes the content easy to understand. He is a very supportive professor as long as you reach out for help.
Kimbrough Moore,"I loved their classes and found them to be a very understanding professor. If you plan on taking this class, don't be afraid to participate by asking questions or sharing your opinions, it makes the class much more fun and engaging."
Kimbrough Moore,"First philosophy class, Philosophy and Film, Summer 2025. Highly encouraged for all levels. He breaks down the core ideas. 3 (7-15 pages) readings, 2 forum posts, 1 (900 words) essay, and 1 film a week. If you're taking any other class, make sure it's not an intense writing/research one. In class, read passages and share your ideas. He is AWESOME!"
Kimbrough Moore,"#ILOVEPROFMOORE - amazing prof and person. cares about each student and different needs. attendance isn't mandatory but just GO TO CLASS. it's LIT! your grade reflects your effort in the class - do the hw whcih is 2 small assignments/week, don't miss more than 3 classes, and do the final paper/portfolio. its a simple course and it is super fun!"
Kimbrough Moore,Amazing Professor. He's only of the best professors in SFSU.
Kimbrough Moore,"Kimbrough is an absolutely amazing lecturer! I went in just expecting to fulfill a GE requirement, and now I've fallen in love with philosophy! He breaks things down so well that anyone on the street could understand his lectures to the T. Thanks to Kimbrough, I understand how philosophy influences everything around us!"
Kimbrough Moore,(csc300gw) Professor Moore was extremely passionate about his lectures and prioritized on student's main concern. I looked forward to his lecture everyday and his insight on making you a better thinker. Essays were required for the class but the topics we usually wrote about were interesting. Class discussions were stellar from the class.
Kimbrough Moore,Ngl his teaching style is perfect. literally EVERY class was fun. he asks a cool question and you and the people around you can share ur opinion. Attendance not mandatory Workload: 1 reading or vid 300 word relating anything you learned that week to culture/your life every week submit EASY reading guide 7 questions no midterm Final essay
Kimbrough Moore,"wow. this professor knows how to connect with his students. amazing class, i looked forward to every lecture. if you like to talk and think, or just want a fun but enriching class, take prof kimbrough!"
Kimbrough Moore,great professor loved his lectures! i usually get sleepy during lectures but not once did I ever in his. tbh as long as you show up do the journal and study guide ur set its very simple and straightforward and there's no right or wrongs.
Lawrence Kroll,"He definitely plays favorites in class. The writing assignments throughout the semester were not bad, but few had any real connection to the subject of ethics. I don't understand how he's teaching ethics if he doesn't treat everyone the same."
Lawrence Kroll,"Most of the writing assignments this semester were fairly simple, but only a few had any real connection to ethics. I don't understand what his issue is with students from Taiwan and Mexico."
Lawrence Kroll,"Great teacher, just a lot of assignments. The assignments aren't difficult, just time consuming. A lot of workforce preparation, he wants students to succeed."
Lawrence Kroll,"You will have a significant amount of writing throughout the semester. However, be prepared for a challenging environment. When I took it, a student was called a derogatory term in front of the entire class, completely unprovoked. No one spoke up at the time, but the atmosphere was tense. I recommend enrolling in this class with a friend."
Lawrence Kroll,"Comments here and there that get a little questionable, but most stuff was busy work. The only thing I really liked about this class was just being able to think about ethical situations. He's a cakewalk if you follow instructions and have decent grammar or use grammarly. Really not a bad guy and is open to all povs for discussion."
Lawrence Kroll,"I took this professor's ethics class, assuming the reviews were exaggerated, but they were unfortunately accurate. The workload is intense, with multiple papers due every week throughout the semester. Even worse, he frequently makes offensive remarks to students. Do not take this class!"
Lawrence Kroll,"Professor is super unprofessional; off hand comments that are very odd and borderline offensive. Every class, he gives us a one to two paragraph writing assignment, but has very weird grading criteria and either not related to ethics or computer science. Overall easy class, but the behavior of the teacher makes it very hard to want to participate."
Lawrence Kroll,The entire semester we write small papers that are easy but aren't related to ethics. some do but slim to none. Although he is caring and wants to help us develop professionally it takes away from some of the class topics. His behavior isn't the most appropriate but he's willing to hear criticism and work on it.
Lawrence Kroll,Unacceptable behavior towards female students. Please bring someone to accompany you during his office hours. Refrain from disclosing personal information in the homework assignments because Kroll discloses that information to the entire class. He brags about students that are doing financially well and then forces them to disclose how they did it
Lawrence Kroll,"In this class, you can expect to engage in extensive writing on a weekly basis. It's worth noting that there may be instances of unprofessional behavior towards female and male students, which may or may not be addressed. I would recommend taking it with another professor unless you want to feel disrespected everyday in class."
Mark Davis,Difficult personality.
Mark Davis,"I'm 28 and appreciate the high expectations. This async class requires discipline; don't procrastinate. You'll read, analyze, and engage tough topics on race and history. Grading takes time but feedback is solid. Not an easy class, but worth it if you're serious."
Mark Davis,"I learned he is considered hard because he cares. He is demanding in that he expects the environment to be one of learning, engagement, and rigor. If you don't like being a life learner, don't take his class."
Mark Davis,"Professor is rude, disorganized and not clear on instructions and hardly responds to communications. His instructions were confusing and he got mad at me for asking for help and said ""start adulting!"" which basically means ""grow up. figure it out"". If you want to be treated with respect dont take any class with him!"
Mark Davis,This professor is a bit annoying and the class can be stressful. I had an issue with him at the beginning of the semester that ruined the class for me but i did learn things.
Mark Davis,"This professor did stress me out at the start of the semester because he goes through a lot of material and makes references I don't know. Once you get past that and know what information to actually memorize, the class is quite easy. I really enjoy that his assignments are unique and fun, and you do things like listen to music and make podcasts."
Mark Davis,"Do not take this professors class!!!! He is horrible when it comes to giving instructions and your grade will pay the price for it. He takes forever to put in grades and will give you no grace in any situation. I really enjoyed what we learned in the course, but the professors lack of respect for students overshadowed the material."
Mark Davis,"He claims to operate on ""tough love"", but his definition of it is humiliating and disrespecting his students. He'll single you out if you walk into he classroom late or if you ask clarification on something. He's not even good at teaching, as his instructions are never clear so assignments are practically impossible to do."
Mark Davis,just dont take his classes. like seriously..... save yourself.
Mark Davis,"Never take this professor; he is disorganized and extremely incoherent when describing assignments or even classwork. Terrible class; I regret taking it heavily. Every day feels like a humiliation ritual, and I've given speeches in front of hundreds before. Public speaking does not scare me, but this man does."
Matt Pico,"The course consisted of 3 HW, 3 midterms (drops the lowest one), a final, plus lots of extra credit. He's a ok professor as he wants you to learn and succeed, but beware that he's an extremely tough grader. A simple mistake can take off 50% of your score. While the work is hard, there are a lot of chances to bring your grade up"
Matt Pico,"More than anything Matt wants to see you ace every exam, and if you go to his office hours and ask questions in class you absolutely can. I did horribly on all homework, and missed 90% of the extra credit, but managed to get an A by landing top 1 or 2 every exam. Talk with other students, they will be as confused as you. Very interesting material."
Matt Pico,I do not recommand him.
Matt Pico,"The concepts of this class is hard. and he tries his best to explain. I learned a lot, but it is not one of the most interesting class I&#39;d say."
Matt Pico,I wouldn't recommend Prof. Matt Pico because he got very heavy voice which will be unclear and slow. Which will make you sleepy the whole class. The class it self is tough and professor tries his best to give you as many as Labs possible for extra credit but what's the use if you score F's and D's in the Midterm. Do not take this in last semester.
Matt Pico,"The material of the class is very challenging; however, Professor Pico provides a ton of extra credit opportunities and is always open to helping. If you work hard, do the hw&amp;labs, and study outside of class you'll do fine. If you're looking to coast through the semester without having to try you might want to look into other classes."
Matt Pico,"The subject he teaches is quite confusing to many but he really tries to make sure you understand it. Every lab is considered extra credit and there is one each week and those labs help to prep for exams. I emailed him a lot and he was always patient and tries to really explain it well in a different way from his lectures (which are long, 2.5 hrs)"
Matt Pico,"Do not take this class. Period. Unless you have the time to teach yourself an entire class, you will struggle. Hard. And none of the topic material is in any way interesting; you will be doing nothing but memorizing algorithms to perform extremely specific, myopic, and ultimately pointless problems. Zero theory, zero thinking"
Matt Pico,lots of extra credits. But the course itself is too hard. Pico tried his best to explain but still difficult to grasp everything. Especially we only meet once a week. His workshops and office hours are more useful. Not sure why but he explains better via zoom.
Matt Pico,"Get used to the first lecture. You will be fine. The first lecture can be confusing. Just come and listen. This class requires active study cuz you will be reading a lot. Pico has zoom office hour that I think its helpful. He explains things in an easy way, but if you are like me, who sucks at discrete math. Get ready to catch up stuff..."
Michael Enright,"lectures were ok, just pay attention and take notes. id give this class like a little bit tougher than gen chem and with a lot more math involved. if you did good in gen chem, expect to put in the same amount of work in this class."
Michael Enright,"Unfair and intimidating. I was accused of cheating without solid evidence, and the situation was handled poorly with no real attempt to hear my side. Communication is weak, expectations are unclear, and the class feels more about policing students than teaching chemistry. Very stressful experience."
Michael Enright,"Took him for chem321, He's pretty good; friendly and willing to answer questions after class. Does a good job explaining concepts or walking through problems. Only critique is sometimes the lecture is paced a little fast."
Michael Enright,"My favorite professor at SFSU by a long shot. He is fair, kind and respectful. I felt very supported the entire semester and all of his grading was justified. I really hope I can take him again!"
Michael Enright,"if you sit really quiet and still he can't see you. And if you're walking make sure to zigzag because like an alligator he won't be able spot you. If you freestyle rap you're presentations its an automatic A, and if you breakdance on the first day with no warning then you excused from every exam. just make sure to duck and weave stop drop and roll."
Michael Enright,"I absolutely LOVED Prof Enright! He helps you as often as he can, even sometimes with 321 things if you ask. If you're confused about lab instructions, he will explain it again and again until you understand. Incredibly helpful and very respectful. He grades very fairly; accuracy is super important!!! I wish I could take this lab again!!"
Michael Enright,super sweet and easy going. fair grader and interesting lectures. breaks material down and easy to understand. classes are engaging and dont run over. tests are hard but if u attend lecture super easy. very flexible and willing to work with you. wants his students to succeed and pushes them to do their best. sad i cant take him again.
Michael Enright,"stellar! absolutely amazing would take again. he one time did a flip off of the desk, brought in baby bunnies for us to take home, gave a homeless man dinner, great philanthropist and amazing teacher. can at times be eccentric but i think it gives his a certain sparkle that other professors tend to lack. feminist, colorblind, not balding."
Qun Wang,"I recently took CSC 645 with Professor Qun Wang. The teachings of the course material were great and very easy. He is not a tough grader. The course breakdown is as follows: Assignments: 20%, Final Exam: 30%, Attendance: 10%, Projects: 20%, and Midterm: 20%. It consist of 3 projects and 3 homeworks, as well as a midterm and final."
Qun Wang,"This is a review for his CSC645 class. Lectures are mostly dull and not particularly engaging. Few times does he bring in something that's fun. Homework and projects are easy and boring. Material is presented well, though. If you're looking for an engaging class, I don't recommend. If you need something chill, though, I definitely recommend him."
Qun Wang,"Professor Wang's lectures were the exact same as the power point so the lectures were redundant, but he actually did take attendance about once a week. There were only a handful of assignments and if you take the time to actually understand the course material they are extremely easy."
Qun Wang,"I recommend him. He explains the lecture line by line, and records class lecture. There's a midterm and final which they're similar to practice exam questions. Before exam he review all the lecture and explains the solution of the practice exams. 3 to 4 project which are 35 percentage of your grade. Also, 5 percentage of grade is for attendance."
Robert Bierman,Professor Bierman is a TOUGH grader. And is extremely intimidating. Will randomly call on you in class and judges you for answering incorrectly. Attendance is mandatory as well. Gives you a 1 on assignments if you use AI. He also waits till the last day to grade your assignments so you don't know how you are doing until last minute.
Robert Bierman,"Professor Robert Bierman is an inspirational instructor whose passion makes OS engaging and meaningful. His class helped me truly understand core concepts, though it's very challenging. If you're serious about learning, this is the class for you"
Robert Bierman,"Can't recommend this OS course enough! I started with no clue what an OS was, and now I'm leaving with way more confidence and knowledge. Huge shoutout to Professor Bierman, he is very funny, engaging, and his assignments vastly leveled up my coding. He'll push you past vibe coding / weed out vibe coders, so you'll actually understand the material!"
Robert Bierman,not an easy class. he is good in class teaches well and interatcive classes but assignments are tough and he will take forever to grade literally till last date. if you use any AI you get a 1/100 so be smart about that
Robert Bierman,"I can see why he is controversial. Expectations aren't always communicated clearly. But, he gives you points back for an artificial ""curve."" I learned a lot from this class, the assignments were fun, and I am a better programmer now. It gets better after month 1 - Bierman's main objective early on is to get you to try harder. Go to office hours."
Robert Bierman,Professor Bierman is by far the greatest professor in Computer Science. His assignments will engage and challenge you and make you a much better programmer then when you first walked into his class.
Robert Bierman,Everyone rating bierman badly has a massive skill issue.
Robert Bierman,Classic tough but fair professor. If you miss 5 classes you fail automatically but going to the lectures is necessary to do the homework anyway. Take good notes a lot of the time in class examples will be exactly the same on quizzes. Assignments are graded EXACTLY on the rubric so follow it like gospel. This class can be fun if you let it be :)
Robert Bierman,"Expect tough assignments that take forever to get graded. The professor often accuses students of using AI or plagiarizing, and it's almost impossible to dispute. Feedback is vague, and classes feel long, harsh, and exhausting. If you have to take this course, balance it with something lighter. Avoid all his classes!"
Robert Bierman,"The reviews are very right. Very dismissive to students and always ask questions in class. And TOO BAD, he teach all the CSC415 classes. Find a way to avoid his class. Super bad or on purpose over class time. Expecting are very high to students. Can see why he is only the teacher at school. Make sure to evaluate him the end of semester, please!"
Robert Kohls,"Dr. Kohls is an amazing professor who is very passionate about what he is teaching, so much so it rubs off on you. I took his class English 425 Language in context and the student lead work was wonderful for different perspectives. He always is able to produce a point in addition to whatever is brought to the class by the different students."
Robert Kohls,"Prof. Kohls is a real gem in the comp department. Eng 700 is mostly student-led (students facilitate/present on weekly readings), which is great practice and livens up the class. Readings are all well-selected & stimulating (jigsaw format). Presentation on a composition scholar of your choice and a research paper (lit. review) is included. Take it!"
Sanika Doolani,"It was her first time teaching and she mainly went off slides. You can tell she is passionate about teaching, just needs more experience. Luckily, shes open to feedback. She mainly grades based on quizzes, test and homework, but if you attend lectures even when not mandatory they aren't that bad. Attending office hours help too."
Sanika Doolani,Grade is mostly based on midterms and in-class assignments. Midterms are similar to study guides and you just gotta show up and try the in-class activities. She's new and was willing to change how the class works based on student feedback. Very lenient in grading homework and final project.
Sanika Doolani,She did not even bother to make her own slides!! Used some other Professor's slides.
Sanika Doolani,Dr. Doolani is a new professor but is fair in her teaching and grading.
Sanika Doolani,Not my first choice.
Sanika Doolani,"New professor looking to improve from active feedback, so don't be shy to reach out to her. Strict deadlines but very forgiving grading. If you don't complete all the code don't worry too much about it, turn in what you have even if its a error output. In-class assignments and tests carry the grade."
Sanika Doolani,All material is from a powerpoint the pervious 220 teacher left. She didn't answer questions very well. Dropped my grade by 10% a week after finals were done and didnt respond to messages when questioned why.
Sara El Alaoui,"I was really underwhelmed by this professor. She seemed to lack a solid understanding of AI concepts, which made the class frustrating. It might just be me, but I'd recommend avoiding this professor if possible."
Sara El Alaoui,"People came to class expecting to learn ChatGPT, but it wasn't that kind of AI class! At first, I was surprised, but I learned a lot. The topics were basic, yet eye-opening. Our teacher was right AI is huge! One class can't go deep into everything, but it gave me a solid start and inspired me to learn more. Expect to spend time to study."
Sara El Alaoui,Is she for real? Super weird lectures
Sara El Alaoui,Take this class as a last resort.
Sara El Alaoui,"Very good teacher. Wants her students to succeed. Always open to help. Exams are very easy as long as you study the ""practice exam"" and material (they are very similar). Assignments are a little hard, make sure to have a good partner/friend. The way she grades is very lenient, will give a lot of partial credit as long as you attempt and try!"
Sara El Alaoui,Avoid avoid like mold on fry wall
Sara El Alaoui,"She might has lack of teaching experience but she does her best to let student understand. The most challenge and not a beginner friendly is using C++, if you don't know the language the class will be very challenge. Take two highest exam to grade, so the final is optional. Has extra credit in HWs. Overall, her class is not that hard and challenge."
Sara El Alaoui,"I thought this was the worst class in the department after taking 415 with Bierman. She is not bad after all. 5 Homework, 0 extra credit, she only gave us extra credit because 80% of the class had f's, extra credit did not even contribute to the final grade, she chooses when she wants to add it and when not."
Sara El Alaoui,"She's a great lecturer, and the TAs are patient and helpful. The assignments are kind of challenge so I reached out to TA for help, he helped me understand the assignments. I found many of them complaint but there's always a way you can solve it out, by asking or learning more. Anyway, if you want to learn coding, you can enroll in this course."
Sara El Alaoui,"5 assignments in total, 3 requires groupwork, and instructions are vague with no rubrics to guide. You have to guess which topics she's gonna use in midterms, and you only allow one sided cheat sheet. EC points aren't guaranteed to be in final grade. Lecture slides are 80% useless unless u knew C++ beforehand. Her lack of experience is evident"
Drashti Shah,Taught the class with live coding. Gave pop quizzes for extra credit. Participation matters
Timothy Sun,"Took this class last semester, and outside the first few classes and test day, no one ever showed up to class. 6 homework assignments that aren't too difficult, and the midterm/final in person. only ended up with such a bad grade because of the 0 on the midterm i got for other reasons, but easy class nonetheless"
Timothy Sun,"I recently took CSC 510 with Professor Timothy Sun. The class structure includes 6 homeworks, with 2-3 weeks allotted to complete each one. The homeworks are graded by the TAs, and Professor Sun curves the grades at the end of semester. He provides practice midterm and final with solution. Also, actual exams are similar to practice exams."
Timothy Sun,"I don't normally rate professors but professor Sun is an exception. Never have i thought i would enjoy learning and writing algorithms so much. He breaks everything down to school level concepts and starts building on. you only have 5 or 6 homework and two tests which are easy, if you don't miss classes. take advantage of the office hours, I DID."
Timothy Sun,"Took him because Jose's class was full, never regrated it. very clear and helpful on Homework. Ensure that every student has support they need to succeed. 6 homework, 1 midterm,1 final. Always available in Discord, and very humble. And practice exam is best to succeed in exams. No cheat sheet allowed. I think he is the best professor for CSC510."
Timothy Sun,"The way the course material was delivered often left me struggling to grasp the concepts, and the examples provided in lectures didn't effectively clarify the main ideas. I believe there's room for improvement in his teaching method and how he engages with students to enhance their learning experience."
Timothy Sun,"VERY good at teaching CSC 510. Lectures aren't recorded but slides are uploaded and clear and concise to understand. Homework is easy to understand and follow, I just turned a lot of them in late unfortunately. Practice tests are similar to actual tests, and 1 page of cheat-sheet is allowed. Highly recommend if you're taking CSC 510."
Timothy Sun,"Great professor, his lectures actually have coherence which is honestly rare for the CS department at SFSU. The material is difficult but I feel like Sun makes it easier with his teaching. Write notes on what he says, not as much on what he has on slides."
Timothy Sun,"Timothy is a gentle professor on assignment, his explains ideas in algorithms clear and precisely. HWs are not that hard if you do study materials. This class should be harder, and you should learn more from this topic."
Xuhui Chen,"Amazing professor, very helpful, organized, lots of improvement opportunities. CSC 220 is a weeder class regardless of who you take. Just study and take advantage of the extra credit opportunities."
